GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US48353,"Nolan County, Texas",6217,326,6202,325,5375,344,827,165,15,18,4952,405,4941,403,4259,378,682,143,11,17,854,269,854,269,725,271,129,73,0,21,0,21,0,21,0,21,0,21,0,21,164,92,164,92,160,90,4,7,0,21,153,94,149,94,137,86,12,17,4,7,94,42
0500000US48355,"Nueces County, Texas",163105,1584,162005,1614,149836,1821,12169,801,1100,264,135298,1874,134348,1910,123938,2083,10410,749,950,262,16619,1042,16596,1045,15067,958,1529,295,23,27,2197,393,2189,391,2189,391,0,31,8,12,2750,440,2728,436,2597,452,131,99,22,24,2505,407,2408,392,2309,396,99,66,97,98,3736,485
0500000US48357,"Ochiltree County, Texas",4565,230,4401,243,4117,248,284,104,164,97,3472,341,3383,339,3172,335,211,86,89,61,871,198,796,192,723,183,73,67,75,65,0,21,0,21,0,21,0,21,0,21,90,57,90,57,90,57,0,21,0,21,81,73,81,73,81,73,0,21,0,21,51,37
0500000US48359,"Oldham County, Texas",769,194,761,193,504,151,257,68,8,6,563,159,555,158,347,113,208,61,8,6,88,42,88,42,46,26,42,31,0,13,0,13,0,13,0,13,0,13,0,13,78,42,78,42,75,40,3,5,0,13,6,6,6,6,2,2,4,6,0,13,34,18
0500000US48361,"Orange County, Texas",35958,841,34681,888,19954,875,14727,828,1277,297,31152,917,29952,975,16510,925,13442,828,1200,297,3011,402,2953,403,1914,297,1039,252,58,46,67,74,67,74,64,73,3,4,0,31,625,218,621,219,596,218,25,28,4,7,498,146,483,146,265,125,218,99,15,17,605,171
0500000US48363,"Palo Pinto County, Texas",11441,503,11318,503,7253,564,4065,397,123,58,9345,497,9290,505,5779,519,3511,377,55,46,918,213,916,213,499,140,417,133,2,3,53,68,53,68,53,68,0,25,0,25,243,104,206,95,194,95,12,10,37,38,363,146,334,139,209,116,125,73,29,24,519,137
0500000US48365,"Panola County, Texas",9735,421,8777,469,5683,493,3094,310,958,236,8685,397,7832,455,4952,447,2880,322,853,224,581,199,505,183,364,147,141,90,76,66,48,52,48,52,20,27,28,43,0,25,179,134,169,133,169,133,0,25,10,20,77,51,58,49,13,25,45,40,19,24,165,81
0500000US48367,"Parker County, Texas",57752,1120,57016,1190,26587,1031,30429,1050,736,247,47823,1093,47280,1133,20165,971,27115,935,543,163,5458,634,5452,633,2584,442,2868,514,6,8,103,64,103,64,0,31,103,64,0,31,550,192,525,187,484,161,41,53,25,38,858,242,696,192,394,158,302,116,162,146,2960,404
0500000US48369,"Parmer County, Texas",4352,192,3980,202,3518,226,462,123,372,107,3336,239,3031,240,2640,243,391,106,305,82,576,158,524,145,476,145,48,40,52,57,40,37,40,37,17,18,23,32,0,19,72,47,72,47,72,47,0,19,0,19,203,78,188,76,188,76,0,19,15,21,125,60
0500000US48371,"Pecos County, Texas",6009,330,5981,328,5276,337,705,182,28,30,4760,350,4732,353,4312,361,420,134,28,30,860,186,860,186,599,178,261,144,0,21,36,39,36,39,12,19,24,33,0,21,99,50,99,50,99,50,0,21,0,21,69,80,69,80,69,80,0,21,0,21,185,68
0500000US48373,"Polk County, Texas",17736,701,17511,693,12698,614,4813,430,225,118,13774,761,13640,755,9699,620,3941,398,134,79,2193,414,2152,403,1425,329,727,222,41,50,154,96,154,96,154,96,0,28,0,28,292,130,292,130,292,130,0,28,0,28,617,214,567,207,422,179,145,111,50,62,706,203
0500000US48375,"Potter County, Texas",52218,930,51891,949,40329,1015,11562,735,327,165,41406,982,41172,979,32023,932,9149,704,234,123,7698,663,7621,658,5691,606,1930,326,77,95,474,171,460,171,157,73,303,157,14,29,876,206,876,206,850,208,26,20,0,31,588,240,586,240,432,218,154,92,2,4,1176,212
0500000US48377,"Presidio County, Texas",2382,276,2305,275,1966,262,339,135,77,58,1285,242,1208,231,1029,205,179,105,77,58,445,142,445,142,325,148,120,96,0,19,28,40,28,40,0,19,28,40,0,19,417,176,417,176,417,176,0,19,0,19,52,51,52,51,40,47,12,20,0,19,155,78
0500000US48379,"Rains County, Texas",4492,244,4459,248,1862,284,2597,299,33,28,3626,291,3601,295,1366,299,2235,277,25,25,531,141,531,141,218,88,313,112,0,21,0,21,0,21,0,21,0,21,0,21,96,71,96,71,56,38,40,61,0,21,80,51,72,49,63,48,9,12,8,12,159,72
0500000US48381,"Randall County, Texas",67539,982,66906,979,28676,1076,38230,1169,633,187,57174,1373,56653,1345,22779,1094,33874,1230,521,186,6554,642,6541,641,2527,391,4014,540,13,20,209,133,172,117,86,68,86,91,37,38,884,266,870,267,852,265,18,14,14,23,705,197,657,193,419,184,238,88,48,40,2013,291
0500000US48383,"Reagan County, Texas",1711,134,1707,133,1444,123,263,115,4,6,1375,150,1371,149,1198,150,173,79,4,6,250,126,250,126,170,89,80,80,0,13,0,13,0,13,0,13,0,13,0,13,23,27,23,27,23,27,0,13,0,13,21,25,21,25,11,12,10,15,0,13,42,30
0500000US48385,"Real County, Texas",1250,207,1249,207,972,185,277,103,1,3,782,183,782,183,555,142,227,102,0,13,174,99,174,99,135,93,39,29,0,13,0,13,0,13,0,13,0,13,0,13,89,99,89,99,89,99,0,13,0,13,62,59,61,58,50,57,11,13,1,3,143,64
0500000US48387,"Red River County, Texas",4708,255,4593,265,2156,264,2437,234,115,69,3907,285,3851,284,1627,221,2224,244,56,41,384,99,350,96,143,61,207,77,34,37,1,4,1,4,1,4,0,21,0,21,134,93,134,93,134,93,0,21,0,21,83,56,58,38,52,38,6,7,25,36,199,97
0500000US48389,"Reeves County, Texas",5023,398,5011,398,4615,406,396,151,12,12,4267,394,4259,393,3955,395,304,112,8,11,448,172,448,172,356,131,92,106,0,21,0,21,0,21,0,21,0,21,0,21,95,53,95,53,95,53,0,21,0,21,67,56,63,56,63,56,0,21,4,6,146,71
0500000US48391,"Refugio County, Texas",2881,186,2832,184,1864,161,968,131,49,38,2388,170,2354,164,1501,139,853,122,34,34,359,76,344,74,237,70,107,58,15,20,0,19,0,19,0,19,0,19,0,19,65,33,65,33,61,32,4,6,0,19,9,7,9,7,5,6,4,4,0,19,60,38
0500000US48393,"Roberts County, Texas",394,54,394,54,204,45,190,34,0,13,306,49,306,49,144,38,162,30,0,13,54,30,54,30,26,20,28,27,0,13,0,13,0,13,0,13,0,13,0,13,9,8,9,8,9,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,14
0500000US48395,"Robertson County, Texas",6988,357,6964,355,3717,320,3247,377,24,24,5606,415,5582,412,2834,330,2748,369,24,24,881,279,881,279,408,141,473,208,0,21,0,21,0,21,0,21,0,21,0,21,177,103,177,103,165,97,12,19,0,21,82,46,82,46,68,42,14,22,0,21,242,92
0500000US48397,"Rockwall County, Texas",43371,870,42987,895,15322,918,27665,1097,384,162,35381,992,35157,1003,10815,774,24342,1009,224,125,4152,554,4103,549,1226,266,2877,472,49,50,327,121,327,121,42,51,285,109,0,31,213,148,213,148,213,148,0,31,0,31,723,302,612,287,451,229,161,100,111,85,2575,376
0500000US48399,"Runnels County, Texas",4123,184,4123,184,2771,196,1352,172,0,21,3420,208,3420,208,2268,221,1152,155,0,21,452,119,452,119,261,83,191,76,0,21,0,21,0,21,0,21,0,21,0,21,109,52,109,52,108,53,1,2,0,21,25,23,25,23,17,19,8,14,0,21,117,56
0500000US48401,"Rusk County, Texas",20069,611,19917,620,10243,566,9674,563,152,63,17401,602,17279,611,8397,502,8882,550,122,59,1702,332,1678,334,1014,255,664,189,24,37,0,31,0,31,0,31,0,31,0,31,184,72,178,74,113,55,65,50,6,9,128,77,128,77,65,46,63,56,0,31,654,183
0500000US48403,"Sabine County, Texas",3178,296,2839,297,2034,274,805,221,339,130,2761,287,2501,278,1704,256,797,222,260,119,153,93,81,57,73,55,8,10,72,77,8,10,8,10,8,10,0,21,0,21,110,85,110,85,110,85,0,21,0,21,15,20,8,12,8,12,0,21,7,10,131,83
0500000US48405,"San Augustine County, Texas",2440,242,2386,242,1403,206,983,190,54,37,2046,254,2005,252,1185,199,820,177,41,32,271,100,271,100,108,60,163,81,0,19,0,19,0,19,0,19,0,19,0,19,21,22,21,22,21,22,0,19,0,19,29,29,16,22,16,22,0,19,13,20,73,58
0500000US48407,"San Jacinto County, Texas",9938,586,9798,590,2752,471,7046,602,140,118,7962,664,7844,655,1999,436,5845,483,118,113,1317,377,1317,377,300,177,1017,335,0,25,0,25,0,25,0,25,0,25,0,25,106,91,106,91,105,91,1,3,0,25,292,167,270,168,87,100,183,130,22,27,261,114
0500000US48409,"San Patricio County, Texas",28545,696,28259,720,15080,767,13179,711,286,113,24073,730,23863,755,12057,679,11806,672,210,100,2717,406,2659,408,1516,312,1143,233,58,56,63,46,61,46,7,13,54,44,2,3,426,148,426,148,400,151,26,30,0,31,358,122,342,123,192,79,150,89,16,16,908,204
0500000US48411,"San Saba County, Texas",2404,180,2396,182,1898,205,498,144,8,12,1666,169,1658,169,1306,160,352,133,8,12,540,147,540,147,394,132,146,67,0,19,0,19,0,19,0,19,0,19,0,19,53,35,53,35,53,35,0,19,0,19,46,53,46,53,46,53,0,19,0,19,99,39
0500000US48413,"Schleicher County, Texas",1462,109,1462,109,939,130,523,99,0,13,1149,140,1149,140,769,126,380,100,0,13,222,109,222,109,83,58,139,66,0,13,10,17,10,17,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,20,15,20,11,18,4,6,0,13,66,50
0500000US48415,"Scurry County, Texas",6739,372,6738,371,6046,406,692,184,1,4,5539,434,5538,433,5023,426,515,151,1,4,864,259,864,259,691,240,173,107,0,21,22,36,22,36,22,36,0,21,0,21,69,37,69,37,69,37,0,21,0,21,137,87,137,87,133,87,4,7,0,21,108,58
0500000US48417,"Shackelford County, Texas",1495,152,1495,152,891,124,604,142,0,13,1231,146,1231,146,678,115,553,136,0,13,172,61,172,61,121,43,51,43,0,13,0,13,0,13,0,13,0,13,0,13,23,19,23,19,23,19,0,13,0,13,62,51,62,51,62,51,0,13,0,13,7,8
0500000US48419,"Shelby County, Texas",9348,448,8805,503,6732,458,2073,333,543,198,7157,496,6686,513,4989,426,1697,288,471,192,1644,422,1584,416,1223,347,361,160,60,52,43,41,43,41,43,41,0,25,0,25,158,92,158,92,158,92,0,25,0,25,86,61,74,56,59,53,15,20,12,19,260,111
0500000US48421,"Sherman County, Texas",1595,122,1334,113,988,101,346,87,261,91,1224,116,1068,100,784,83,284,72,156,45,234,87,154,68,92,53,62,43,80,73,7,10,7,10,7,10,0,13,0,13,72,36,47,24,47,24,0,13,25,27,20,23,20,23,20,23,0,13,0,13,38,26
0500000US48423,"Smith County, Texas",96657,1587,95694,1625,83346,1554,12348,953,963,252,80860,1693,80379,1705,69930,1540,10449,873,481,142,9215,960,9088,945,7542,842,1546,354,127,101,198,86,188,80,185,81,3,6,10,18,938,225,911,227,911,227,0,31,27,23,2114,419,1796,412,1446,387,350,187,318,170,3332,482
0500000US48425,"Somervell County, Texas",3535,271,3475,272,2048,259,1427,233,60,72,2789,324,2729,329,1612,286,1117,241,60,72,601,208,601,208,299,151,302,131,0,19,12,27,12,27,12,27,0,19,0,19,42,64,42,64,42,64,0,19,0,19,43,45,43,45,35,43,8,13,0,19,48,42
0500000US48427,"Starr County, Texas",20431,791,20020,784,15027,720,4993,573,411,151,14090,805,13882,808,10396,672,3486,492,208,109,4123,610,3970,585,2639,488,1331,297,153,92,82,56,60,42,18,22,42,40,22,36,913,246,913,246,884,236,29,34,0,31,156,86,128,74,23,20,105,73,28,34,1067,203
0500000US48429,"Stephens County, Texas",3657,230,3619,239,2896,241,723,173,38,47,3017,239,2988,247,2507,237,481,142,29,44,372,112,372,112,208,85,164,82,0,19,20,27,20,27,20,27,0,19,0,19,55,44,55,44,55,44,0,19,0,19,109,71,100,70,22,24,78,72,9,14,84,45
0500000US48431,"Sterling County, Texas",509,115,500,116,424,113,76,39,9,15,394,95,385,96,312,91,73,38,9,15,3,5,3,5,0,13,3,5,0,13,0,13,0,13,0,13,0,13,0,13,5,8,5,8,5,8,0,13,0,13,48,36,48,36,48,36,0,13,0,13,59,32
0500000US48433,"Stonewall County, Texas",433,100,433,100,306,81,127,42,0,13,364,86,364,86,248,63,116,42,0,13,54,36,54,36,43,36,11,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,15,8,15,8,15,0,13,0,13,7,9
0500000US48435,"Sutton County, Texas",1818,148,1812,148,1536,163,276,99,6,8,1532,168,1527,168,1298,161,229,93,5,7,174,79,174,79,136,68,38,38,0,13,0,13,0,13,0,13,0,13,0,13,26,27,26,27,23,27,3,5,0,13,7,11,6,11,0,13,6,11,1,2,79,57
0500000US48437,"Swisher County, Texas",2542,215,2517,216,1663,228,854,131,25,19,2118,210,2093,212,1368,232,725,134,25,19,190,77,190,77,77,52,113,49,0,19,6,10,6,10,0,19,6,10,0,19,85,56,85,56,85,56,0,19,0,19,28,29,28,29,18,25,10,15,0,19,115,56
0500000US48439,"Tarrant County, Texas",959562,4582,952242,4607,743646,4871,208596,3736,7320,765,791487,5138,787084,5220,603830,4617,183254,3755,4403,490,97841,2966,96952,2984,76418,2513,20534,1400,889,251,5669,572,5533,551,3066,435,2467,428,136,104,11867,1190,11310,1122,10949,1118,361,115,557,383,11580,925,10245,868,8265,781,1980,417,1335,287,41118,1561
0500000US48441,"Taylor County, Texas",65665,1198,65517,1219,61239,1297,4278,525,148,71,53272,1237,53176,1249,49799,1259,3377,417,96,61,6778,625,6748,631,5917,580,831,267,30,27,418,241,408,241,408,241,0,31,10,16,1423,251,1423,251,1359,238,64,63,0,31,632,164,620,163,614,161,6,10,12,15,3142,458
0500000US48443,"Terrell County, Texas",260,71,260,71,241,72,19,25,0,13,218,67,218,67,204,69,14,23,0,13,12,12,12,12,7,8,5,8,0,13,0,13,0,13,0,13,0,13,0,13,4,7,4,7,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,18
0500000US48445,"Terry County, Texas",4494,239,4455,233,3295,279,1160,213,39,45,3495,268,3456,260,2503,260,953,204,39,45,733,187,733,187,560,176,173,78,0,21,12,19,12,19,12,19,0,21,0,21,48,42,48,42,48,42,0,21,0,21,86,84,86,84,52,49,34,47,0,21,120,65
0500000US48447,"Throckmorton County, Texas",641,78,631,79,441,76,190,40,10,12,543,79,535,79,367,67,168,39,8,12,50,40,50,40,29,35,21,17,0,13,1,4,1,4,1,4,0,13,0,13,3,4,3,4,3,4,0,13,0,13,3,4,1,3,0,13,1,3,2,3,41,24
0500000US48449,"Titus County, Texas",14175,406,14088,412,11473,469,2615,287,87,50,11828,503,11741,510,9480,546,2261,262,87,50,1624,301,1624,301,1322,272,302,127,0,28,57,46,57,46,47,46,10,11,0,28,83,50,83,50,83,50,0,28,0,28,343,146,343,146,301,142,42,38,0,28,240,73
0500000US48451,"Tom Green County, Texas",55818,977,55592,991,51987,957,3605,553,226,97,44324,1101,44219,1108,41297,1143,2922,434,105,64,5790,779,5752,785,5182,701,570,260,38,48,85,68,61,49,61,49,0,31,24,43,2268,553,2220,550,2197,549,23,36,48,53,1315,469,1304,470,1214,461,90,76,11,13,2036,387
0500000US48453,"Travis County, Texas",635422,3726,632318,3622,570642,3669,61676,2202,3104,386,473312,4081,471733,4057,418528,3925,53205,1988,1579,352,61516,2192,61247,2194,54393,2071,6854,733,269,114,20378,1346,20151,1353,19892,1341,259,126,227,82,12246,788,12068,791,11770,779,298,133,178,72,14810,918,13959,860,12899,767,1060,308,851,217,53160,1927
0500000US48455,"Trinity County, Texas",4795,309,4732,308,2235,300,2497,271,63,51,3879,291,3846,292,1570,246,2276,263,33,32,522,119,492,121,294,99,198,77,30,38,26,40,26,40,26,40,0,21,0,21,84,53,84,53,71,55,13,20,0,21,47,46,47,46,37,43,10,14,0,21,237,97
0500000US48457,"Tyler County, Texas",6479,419,6410,424,3893,404,2517,256,69,40,5394,386,5335,391,3023,336,2312,256,59,40,489,171,489,171,334,142,155,92,0,25,3,6,3,6,3,6,0,25,0,25,67,55,67,55,67,55,0,25,0,25,201,138,191,139,141,136,50,39,10,12,325,153
0500000US48459,"Upshur County, Texas",16261,504,16006,508,5738,495,10268,501,255,112,13578,577,13351,579,4357,413,8994,585,227,100,1677,388,1674,388,545,214,1129,318,3,5,40,47,40,47,8,13,32,42,0,28,109,62,109,62,109,62,0,28,0,28,207,77,182,79,69,46,113,61,25,42,650,167
0500000US48461,"Upton County, Texas",1390,115,1375,116,1002,110,373,74,15,16,1197,116,1182,117,884,101,298,68,15,16,116,56,116,56,42,30,74,40,0,13,5,7,5,7,5,7,0,13,0,13,18,16,18,16,17,16,1,2,0,13,17,16,17,16,17,16,0,13,0,13,37,21
0500000US48463,"Uvalde County, Texas",11346,534,11346,534,9953,528,1393,253,0,25,9573,558,9573,558,8489,542,1084,265,0,25,1154,304,1154,304,894,267,260,127,0,25,0,25,0,25,0,25,0,25,0,25,123,60,123,60,113,61,10,12,0,25,163,90,163,90,124,86,39,40,0,25,333,140
0500000US48465,"Val Verde County, Texas",19738,731,19584,723,18096,716,1488,331,154,75,15175,783,15081,773,14149,813,932,232,94,66,2532,361,2524,360,2203,342,321,157,8,14,71,107,71,107,71,107,0,28,0,28,598,213,582,213,582,213,0,28,16,22,667,192,631,187,396,129,235,151,36,40,695,265
0500000US48467,"Van Zandt County, Texas",22025,570,21748,564,11154,536,10594,619,277,115,17721,536,17480,537,8499,470,8981,582,241,115,2502,404,2485,405,945,211,1540,367,17,17,12,14,12,14,9,13,3,5,0,31,218,88,203,87,203,87,0,31,15,24,167,95,163,94,93,65,70,74,4,6,1405,270
0500000US48469,"Victoria County, Texas",42452,805,42296,817,36686,1005,5610,504,156,86,34510,1038,34404,1045,29941,1030,4463,469,106,73,5135,499,5135,499,4084,472,1051,225,0,31,373,153,373,153,296,135,77,58,0,31,336,129,318,125,318,125,0,31,18,28,354,132,322,129,303,125,19,23,32,47,1744,429
0500000US48471,"Walker County, Texas",23825,1413,23781,1414,18101,1295,5680,672,44,47,19538,1239,19524,1239,14435,1123,5089,634,14,26,2041,450,2025,453,1605,388,420,176,16,32,30,33,16,25,16,25,0,31,14,24,938,373,938,373,932,374,6,16,0,31,378,182,378,182,213,145,165,119,0,31,900,235
0500000US48473,"Waller County, Texas",21309,772,21264,774,9152,775,12112,742,45,36,16769,944,16750,949,6058,636,10692,806,19,22,2297,402,2285,402,1237,290,1048,281,12,20,185,110,185,110,11,17,174,109,0,28,824,333,824,333,700,281,124,113,0,28,293,180,279,177,205,163,74,57,14,19,941,333
0500000US48475,"Ward County, Texas",4748,256,4708,258,3531,231,1177,178,40,43,3907,282,3890,286,2886,229,1004,172,17,30,434,120,434,120,265,106,169,86,0,21,0,21,0,21,0,21,0,21,0,21,70,49,70,49,68,49,2,3,0,21,142,75,119,67,117,67,2,3,23,32,195,82
0500000US48477,"Washington County, Texas",14787,787,14660,790,12370,788,2290,395,127,127,12683,767,12573,770,10534,756,2039,355,110,127,1290,332,1290,332,1063,311,227,148,0,28,18,25,18,25,2,5,16,26,0,28,147,70,147,70,147,70,0,28,0,28,126,78,109,78,101,77,8,15,17,22,523,160
0500000US48479,"Webb County, Texas",100860,1659,100269,1677,96801,1720,3468,490,591,187,82101,1653,81592,1648,78995,1653,2597,385,509,180,12031,944,11999,944,11258,939,741,236,32,27,1120,234,1120,234,1089,237,31,34,0,31,1699,248,1699,248,1685,247,14,22,0,31,1219,237,1169,232,1084,227,85,68,50,41,2690,469
0500000US48481,"Wharton County, Texas",18422,577,18406,573,13600,518,4806,413,16,18,15545,555,15529,551,11318,475,4211,397,16,18,2161,362,2161,362,1623,328,538,154,0,28,69,65,69,65,36,56,33,37,0,28,97,69,97,69,96,69,1,3,0,28,47,44,47,44,24,22,23,39,0,28,503,185
0500000US48483,"Wheeler County, Texas",2520,145,2469,143,2156,154,313,82,51,31,2191,147,2142,148,1839,159,303,83,49,31,179,64,177,64,167,64,10,12,2,3,0,19,0,19,0,19,0,19,0,19,66,27,66,27,66,27,0,19,0,19,37,33,37,33,37,33,0,19,0,19,47,29
0500000US48485,"Wichita County, Texas",60513,1090,59403,1081,57434,1111,1969,317,1110,221,46597,1227,45709,1191,44065,1166,1644,269,888,206,5221,502,5103,491,4915,459,188,99,118,72,478,168,478,168,460,168,18,20,0,31,4607,581,4592,584,4546,579,46,51,15,22,1202,294,1113,281,1040,254,73,71,89,58,2408,446
0500000US48487,"Wilbarger County, Texas",6237,346,5984,334,5632,340,352,111,253,105,4720,390,4573,383,4320,364,253,96,147,92,1278,296,1172,289,1073,277,99,70,106,68,0,21,0,21,0,21,0,21,0,21,109,70,109,70,109,70,0,21,0,21,79,55,79,55,79,55,0,21,0,21,51,50
0500000US48489,"Willacy County, Texas",6399,447,6370,449,4063,476,2307,352,29,30,5535,466,5506,468,3336,446,2170,358,29,30,337,115,337,115,200,89,137,74,0,25,0,25,0,25,0,25,0,25,0,25,315,213,315,213,315,213,0,25,0,25,31,49,31,49,31,49,0,25,0,25,181,102
0500000US48491,"Williamson County, Texas",251299,2149,249860,2200,132850,2461,117010,2202,1439,302,201869,2205,201187,2237,96604,1929,104583,2108,682,197,22794,1479,22488,1513,13028,1042,9460,953,306,221,2068,375,2035,371,330,214,1705,309,33,34,2159,416,2101,407,1887,380,214,123,58,42,3083,402,2723,377,1675,304,1048,244,360,115,19326,1019
0500000US48493,"Wilson County, Texas",20711,614,20665,611,8097,580,12568,665,46,38,16722,672,16715,673,5623,538,11092,609,7,11,2228,310,2228,310,807,190,1421,283,0,28,0,28,0,28,0,28,0,28,0,28,238,165,238,165,238,165,0,28,0,28,198,87,159,83,104,65,55,47,39,37,1325,245
0500000US48495,"Winkler County, Texas",3160,194,3112,189,2447,215,665,149,48,31,2598,213,2558,213,2057,198,501,120,40,29,414,103,406,103,253,105,153,109,8,12,0,19,0,19,0,19,0,19,0,19,47,47,47,47,47,47,0,19,0,19,22,20,22,20,11,12,11,16,0,19,79,53
0500000US48497,"Wise County, Texas",27230,804,27105,798,15162,925,11943,759,125,66,22380,979,22304,983,11535,867,10769,754,76,47,2743,383,2718,381,1672,319,1046,243,25,40,39,41,39,41,4,25,35,35,0,31,268,165,268,165,235,158,33,47,0,31,248,109,224,106,164,96,60,40,24,24,1552,278
0500000US48499,"Wood County, Texas",15607,599,15480,615,9150,611,6330,518,127,75,12575,619,12473,627,7020,541,5453,492,102,64,1560,325,1560,325,762,230,798,232,0,28,52,57,49,56,0,28,49,56,3,7,391,178,391,178,391,178,0,28,0,28,156,82,134,74,104,69,30,30,22,35,873,268
0500000US48501,"Yoakum County, Texas",3711,250,3473,235,2993,253,480,136,238,118,2895,310,2688,291,2355,273,333,118,207,109,622,194,597,177,450,160,147,112,25,40,0,19,0,19,0,19,0,19,0,19,138,99,138,99,138,99,0,19,0,19,6,7,0,19,0,19,0,19,6,7,50,48
0500000US48503,"Young County, Texas",8111,429,8088,423,7175,453,913,225,23,39,6730,479,6730,479,5888,472,842,217,0,21,726,205,703,204,639,215,64,62,23,39,0,21,0,21,0,21,0,21,0,21,49,35,49,35,42,32,7,13,0,21,112,84,112,84,112,84,0,21,0,21,494,140
0500000US48505,"Zapata County, Texas",4866,370,4866,370,4016,446,850,258,0,21,3367,303,3367,303,2723,330,644,245,0,21,1159,275,1159,275,953,278,206,131,0,21,0,21,0,21,0,21,0,21,0,21,214,130,214,130,214,130,0,21,0,21,29,34,29,34,29,34,0,21,0,21,97,81
0500000US48507,"Zavala County, Texas",4383,455,4257,424,3217,465,1040,235,126,95,3527,493,3520,493,2681,489,839,221,7,11,326,140,214,96,131,74,83,66,112,94,16,18,9,15,0,21,9,15,7,10,90,75,90,75,90,75,0,21,0,21,186,137,186,137,77,68,109,121,0,21,238,150
0500000US49001,"Beaver County, Utah",2615,166,2571,165,2355,176,216,87,44,34,2097,181,2059,182,1871,208,188,81,38,32,327,100,321,100,295,101,26,29,6,12,6,10,6,10,6,10,0,16,0,16,69,40,69,40,69,40,0,16,0,16,27,31,27,31,25,30,2,3,0,16,89,64
0500000US49003,"Box Elder County, Utah",22071,434,21851,428,14246,509,7605,462,220,75,17154,467,17049,469,10897,441,6152,418,105,46,3257,295,3175,290,1912,242,1263,191,82,67,158,72,158,72,67,40,91,50,0,27,337,104,332,103,332,103,0,27,5,9,282,88,254,90,155,55,99,62,28,17,883,156
0500000US49005,"Cache County, Utah",56199,931,54951,975,51140,921,3811,349,1248,192,41858,1008,41023,1011,38277,936,2746,299,835,179,6481,501,6225,492,5331,450,894,175,256,85,1189,270,1173,270,1155,272,18,23,16,18,2250,290,2203,283,2159,286,44,37,47,35,1514,249,1420,234,1311,205,109,94,94,47,2907,315
0500000US49007,"Carbon County, Utah",8660,424,8574,426,7693,455,881,188,86,57,7002,438,6956,434,6365,448,591,143,46,32,964,184,929,182,639,165,290,109,35,41,46,40,46,40,46,40,0,21,0,21,295,96,290,95,290,95,0,21,5,8,67,45,67,45,67,45,0,21,0,21,286,91
0500000US49009,"Daggett County, Utah",283,122,249,119,240,118,9,8,34,21,132,54,98,40,89,38,9,8,34,21,8,10,8,10,8,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,120,114,120,114,120,114,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,21
0500000US49011,"Davis County, Utah",155740,1595,154434,1573,82609,1574,71825,1366,1306,279,124007,1894,123241,1859,62528,1552,60713,1354,766,219,14799,844,14622,833,7425,579,7197,685,177,109,3895,489,3850,480,672,246,3178,411,45,50,2223,353,2177,349,2026,335,151,65,46,39,2175,297,1903,279,1317,240,586,149,272,117,8641,663
0500000US49013,"Duchesne County, Utah",7813,199,7753,195,6675,211,1078,124,60,29,6353,198,6328,194,5355,202,973,117,25,18,605,100,582,97,491,89,91,36,23,18,48,24,48,24,48,24,0,21,0,21,190,67,190,67,184,65,6,9,0,21,96,34,84,31,76,29,8,11,12,14,521,80
