GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US06079,"San Luis Obispo County, California",128290,1626,127851,1649,114984,1959,12867,834,439,180,95987,1697,95722,1690,84901,1738,10821,752,265,153,12752,1286,12717,1289,11044,1301,1673,350,35,33,1787,364,1778,364,1597,375,181,116,9,14,4965,510,4934,513,4870,513,64,42,31,45,4169,500,4070,505,3942,500,128,77,99,62,8630,705
0500000US06081,"San Mateo County, California",396443,2536,395167,2550,226990,3044,168177,2518,1276,238,272552,2684,271886,2688,160009,2612,111877,2181,666,163,41927,1513,41859,1512,23291,1163,18568,1056,68,44,41384,1738,41235,1730,8904,790,32331,1413,149,84,10496,956,10364,956,9389,888,975,229,132,70,10939,972,10678,946,6252,770,4426,504,261,83,19145,861
0500000US06083,"Santa Barbara County, California",207428,1929,206943,1947,193972,2101,12971,909,485,130,141027,2425,140723,2438,130209,2401,10514,820,304,108,28252,1425,28192,1418,26177,1441,2015,299,60,41,6653,804,6633,799,6428,786,205,79,20,27,9523,739,9518,741,9407,736,111,71,5,9,9942,864,9846,863,9720,854,126,63,96,64,12031,947
0500000US06085,"Santa Clara County, California",937067,3852,933606,3880,811401,4086,122205,2432,3461,419,703380,4248,701770,4270,609581,4258,92189,1960,1610,277,98275,3008,98076,3005,84314,2653,13762,885,199,73,41433,1774,41002,1752,27417,1355,13585,972,431,135,19753,1217,19447,1222,19091,1206,356,113,306,125,28994,1379,28079,1355,25766,1320,2313,320,915,222,45232,1543
0500000US06087,"Santa Cruz County, California",130571,1533,130061,1546,100845,1659,29216,1228,510,171,90419,1731,90289,1716,66753,1628,23536,1112,130,83,11745,956,11745,956,8239,754,3506,531,0,29,3607,510,3531,511,2682,456,849,245,76,64,5832,616,5747,615,5609,619,138,67,85,56,9191,948,8972,947,7785,885,1187,280,219,117,9777,742
0500000US06089,"Shasta County, California",70647,1324,70367,1338,66024,1328,4343,467,280,104,57956,1342,57813,1351,54108,1314,3705,420,143,70,5296,537,5257,532,4809,509,448,129,39,27,441,153,441,153,412,150,29,28,0,29,1546,308,1532,305,1486,306,46,38,14,16,1335,244,1251,235,1136,243,115,75,84,81,4073,449
0500000US06091,"Sierra County, California",1101,217,1011,197,714,167,297,109,90,53,732,193,653,177,439,143,214,88,79,48,125,94,114,88,31,33,83,80,11,14,0,12,0,12,0,12,0,12,0,12,37,29,37,29,37,29,0,12,0,12,8,11,8,11,8,11,0,12,0,12,199,89
0500000US06093,"Siskiyou County, California",16073,474,15798,479,15139,473,659,146,275,75,11955,489,11710,485,11149,460,561,135,245,66,1587,234,1578,233,1501,234,77,38,9,11,110,54,110,54,109,54,1,2,0,26,789,146,789,146,779,148,10,12,0,26,206,75,185,71,175,70,10,16,21,24,1426,244
0500000US06095,"Solano County, California",194308,1773,193484,1771,114122,1943,79362,1663,824,199,148850,2067,148343,2074,88572,1805,59771,1467,507,165,26488,1276,26331,1281,12215,980,14116,891,157,95,5745,550,5745,550,1312,280,4433,456,0,29,2620,367,2575,370,2405,360,170,74,45,38,2667,388,2552,386,1680,324,872,166,115,57,7938,672
0500000US06097,"Sonoma County, California",243493,2008,242689,1972,206110,1865,36579,1209,804,224,182680,2110,182221,2133,153743,2160,28478,1041,459,182,26711,1343,26635,1345,21294,1074,5341,579,76,60,4672,488,4622,492,2648,414,1974,268,50,37,7538,732,7504,728,7272,709,232,90,34,42,5074,536,4889,529,4335,498,554,172,185,80,16818,1021
0500000US06099,"Stanislaus County, California",212692,1997,212230,2008,161698,2370,50532,1704,462,181,171174,2447,170966,2460,129956,2275,41010,1653,208,106,23217,1347,23072,1344,14804,979,8268,805,145,128,1709,341,1693,340,1294,299,399,141,16,26,3217,484,3211,481,3173,471,38,32,6,10,3652,491,3565,473,2748,388,817,237,87,71,9723,840
0500000US06101,"Sutter County, California",37474,832,37333,838,21331,930,16002,793,141,91,29392,827,29272,823,16595,817,12677,659,120,95,4870,456,4849,458,1987,306,2862,462,21,25,293,107,293,107,62,56,231,96,0,29,679,199,679,199,612,198,67,34,0,29,511,187,511,187,346,159,165,79,0,29,1729,275
0500000US06103,"Tehama County, California",23284,877,23145,882,16570,847,6575,574,139,85,18915,828,18789,836,13016,751,5773,570,126,80,2193,393,2193,393,1527,353,666,205,0,29,64,49,64,49,46,41,18,28,0,29,677,233,677,233,638,228,39,50,0,29,351,127,338,125,259,121,79,73,13,25,1084,247
0500000US06105,"Trinity County, California",4610,378,4606,378,4119,374,487,144,4,7,3193,325,3189,325,2759,320,430,136,4,7,440,157,440,157,386,137,54,52,0,19,3,8,3,8,3,8,0,19,0,19,175,75,175,75,172,75,3,4,0,19,102,84,102,84,102,84,0,19,0,19,697,317
0500000US06107,"Tulare County, California",168712,2275,168132,2282,143640,2354,24492,1240,580,266,131639,2457,131299,2450,112499,2277,18800,1089,340,130,24148,1420,24116,1417,19036,1243,5080,684,32,33,1104,289,1104,289,988,265,116,106,0,29,2872,519,2851,523,2767,515,84,61,21,26,3789,586,3602,570,3190,558,412,140,187,211,5160,560
0500000US06109,"Tuolumne County, California",19680,840,19551,839,16427,790,3124,382,129,82,15799,839,15727,839,12930,782,2797,369,72,54,1669,352,1669,352,1374,301,295,137,0,29,116,64,116,64,116,64,0,29,0,29,481,175,473,173,458,176,15,17,8,13,342,153,293,137,276,136,17,17,49,62,1273,271
0500000US06111,"Ventura County, California",401262,2486,400090,2463,314273,2451,85817,2157,1172,248,313803,3201,313084,3188,239616,2967,73468,1979,719,165,46222,1634,46127,1622,36939,1370,9188,904,95,68,5067,576,5030,581,2918,474,2112,310,37,32,7150,671,7113,671,6932,670,181,67,37,28,5980,480,5696,475,4828,431,868,199,284,130,23040,1200
0500000US06113,"Yolo County, California",93885,1316,93419,1317,59841,1296,33578,1033,466,190,62920,1184,62670,1212,35867,1148,26803,998,250,149,10740,773,10641,757,6346,758,4295,457,99,90,3634,513,3620,507,2133,373,1487,302,14,23,3093,410,3040,410,2936,399,104,85,53,34,8840,730,8790,727,7901,694,889,230,50,37,4658,395
0500000US06115,"Yuba County, California",28425,823,28261,821,13212,664,15049,831,164,117,22256,935,22139,927,9780,721,12359,766,117,114,3804,510,3766,508,1494,320,2272,358,38,41,276,127,276,127,41,50,235,112,0,29,331,92,331,92,308,94,23,24,0,29,398,149,389,148,229,100,160,96,9,12,1360,323
0500000US08001,"Adams County, Colorado",242724,1878,241285,1825,97399,2290,143886,2042,1439,286,188513,2409,187588,2385,71077,1993,116511,2112,925,200,27095,1510,26826,1492,8921,804,17905,1156,269,142,9294,737,9273,739,1561,335,7712,674,21,22,2960,504,2900,491,2207,392,693,228,60,57,2650,488,2486,479,1421,377,1065,241,164,94,12212,881
0500000US08003,"Alamosa County, Colorado",6417,453,6398,451,5387,436,1011,207,19,31,4863,444,4844,439,3973,405,871,196,19,31,1006,263,1006,263,879,252,127,66,0,19,1,3,1,3,1,3,0,19,0,19,271,118,271,118,271,118,0,19,0,19,90,56,90,56,77,52,13,20,0,19,186,82
0500000US08005,"Arapahoe County, Colorado",326575,2090,324008,2130,164067,2128,159941,2300,2567,318,252682,2396,251238,2401,119068,1828,132170,2141,1444,218,27902,1197,27599,1175,13095,897,14504,717,303,130,14455,962,14370,973,3548,490,10822,829,85,51,4987,714,4863,671,4058,643,805,211,124,106,4312,390,3701,354,2061,293,1640,238,611,153,22237,963
0500000US08007,"Archuleta County, Colorado",5444,287,5241,279,4902,303,339,95,203,78,3866,309,3753,310,3466,310,287,81,113,55,736,179,681,168,665,169,16,13,55,60,9,12,9,12,1,4,8,12,0,19,204,100,193,100,193,100,0,19,11,17,100,79,76,69,48,43,28,43,24,37,529,152
0500000US08009,"Baca County, Colorado",1609,87,1566,94,1471,96,95,37,43,24,1147,94,1119,97,1058,99,61,25,28,18,158,53,143,51,120,44,23,24,15,14,0,12,0,12,0,12,0,12,0,12,149,50,149,50,144,49,5,5,0,12,21,17,21,17,15,14,6,9,0,12,134,43
0500000US08011,"Bent County, Colorado",1325,230,1298,229,854,190,444,120,27,19,1030,196,1008,195,628,166,380,102,22,18,159,66,154,64,90,53,64,46,5,7,0,17,0,17,0,17,0,17,0,17,53,38,53,38,53,38,0,17,0,17,36,47,36,47,36,47,0,17,0,17,47,26
0500000US08013,"Boulder County, Colorado",167328,1474,165569,1504,133224,1626,32345,1077,1759,326,108318,1678,107473,1679,81371,1547,26102,1045,845,188,13260,923,13055,946,10331,884,2724,464,205,129,8158,640,8042,634,5511,509,2531,370,116,90,8502,751,8348,736,7960,724,388,162,154,79,9335,801,8896,774,8296,744,600,227,439,104,19755,1091
0500000US08014,"Broomfield County, Colorado",34408,550,34074,581,10354,666,23720,780,334,104,26801,751,26621,759,6143,464,20478,814,180,64,2216,346,2192,348,462,128,1730,327,24,19,1229,210,1201,199,66,58,1135,192,28,33,368,117,368,117,301,109,67,41,0,28,610,160,508,149,198,93,310,126,102,63,3184,372
0500000US08015,"Chaffee County, Colorado",8135,409,8090,408,7333,466,757,217,45,29,5837,349,5802,354,5188,389,614,201,35,24,591,198,591,198,474,177,117,67,0,19,22,26,22,26,22,26,0,19,0,19,362,117,352,116,330,113,22,23,10,16,497,184,497,184,493,183,4,7,0,19,826,199
0500000US08017,"Cheyenne County, Colorado",927,100,907,100,839,101,68,23,20,17,678,95,658,94,609,93,49,21,20,17,53,30,53,30,48,29,5,8,0,12,0,12,0,12,0,12,0,12,0,12,61,26,61,26,58,26,3,4,0,12,27,15,27,15,16,14,11,10,0,12,108,50
0500000US08019,"Clear Creek County, Colorado",5087,242,5025,243,2327,268,2698,293,62,67,3375,328,3359,330,1140,208,2219,285,16,25,568,167,568,167,176,93,392,167,0,17,25,32,25,32,4,6,21,31,0,17,204,76,184,72,177,69,7,12,20,34,156,67,130,54,71,41,59,40,26,40,759,196
0500000US08021,"Conejos County, Colorado",2830,166,2753,165,1652,158,1101,133,77,37,2187,140,2132,136,1214,141,918,94,55,33,416,94,394,94,214,61,180,85,22,18,1,3,1,3,1,3,0,17,0,17,46,27,46,27,46,27,0,17,0,17,51,24,51,24,48,24,3,5,0,17,129,38
0500000US08023,"Costilla County, Colorado",1222,135,1185,130,918,124,267,57,37,33,905,130,868,126,664,112,204,50,37,33,174,70,174,70,111,66,63,34,0,12,0,12,0,12,0,12,0,12,0,12,53,38,53,38,53,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,37
0500000US08025,"Crowley County, Colorado",1767,353,1760,353,906,209,854,246,7,11,1383,279,1376,280,635,185,741,232,7,11,168,102,168,102,60,38,108,99,0,17,0,17,0,17,0,17,0,17,0,17,110,65,110,65,110,65,0,17,0,17,7,9,7,9,2,3,5,7,0,17,99,76
0500000US08027,"Custer County, Colorado",1326,183,1321,182,1080,179,241,91,5,6,875,194,872,194,673,186,199,90,3,4,152,67,152,67,110,52,42,37,0,12,0,12,0,12,0,12,0,12,0,12,39,27,37,27,37,27,0,12,2,4,0,12,0,12,0,12,0,12,0,12,260,114
0500000US08029,"Delta County, Colorado",10953,569,10764,581,8266,562,2498,329,189,124,8254,575,8165,578,6113,587,2052,302,89,63,1131,228,1068,213,692,156,376,126,63,79,19,22,19,22,12,18,7,13,0,25,519,178,519,178,472,167,47,57,0,25,157,80,120,71,104,66,16,23,37,33,873,207
0500000US08031,"Denver County, Colorado",367420,2123,364063,2167,227399,2468,136664,2660,3357,453,256782,2790,254898,2812,139864,2628,115034,2104,1884,334,29730,1547,29471,1547,17757,1156,11714,1038,259,139,24960,1336,24872,1338,17925,1066,6947,663,88,49,16133,1061,15814,1084,14732,1060,1082,236,319,119,11946,781,11139,802,9252,771,1887,284,807,204,27869,1262
0500000US08033,"Dolores County, Colorado",779,120,748,124,483,114,265,73,31,28,470,79,453,82,265,68,188,48,17,16,105,57,91,57,28,21,63,51,14,23,0,12,0,12,0,12,0,12,0,12,134,104,134,104,120,99,14,14,0,12,1,2,1,2,1,2,0,12,0,12,69,42
0500000US08035,"Douglas County, Colorado",167671,1310,164873,1386,75281,1889,89592,1646,2798,367,130739,1434,129175,1461,49927,1640,79248,1428,1564,297,11162,858,10969,845,4434,512,6535,707,193,78,3261,355,3160,349,157,100,3003,344,101,57,1620,402,1506,402,1414,416,92,58,114,68,2403,403,1577,357,863,285,714,157,826,192,18486,782
0500000US08037,"Eagle County, Colorado",32881,660,32486,669,27483,797,5003,571,395,142,24313,847,23947,872,20213,842,3734,576,366,137,2710,603,2710,603,2076,516,634,259,0,28,1792,416,1792,416,1213,325,579,219,0,28,764,267,751,265,727,264,24,25,13,20,368,162,352,162,320,163,32,33,16,25,2934,426
0500000US08039,"Elbert County, Colorado",12925,376,12745,383,4430,389,8315,448,180,69,10075,457,9959,460,2550,319,7409,409,116,56,1220,260,1210,259,386,165,824,205,10,9,8,15,0,22,0,22,0,22,8,15,118,57,118,57,87,52,31,32,0,22,123,61,77,49,26,24,51,40,46,31,1381,245
0500000US08041,"El Paso County, Colorado",327422,2712,323904,2801,307166,2745,16738,976,3518,470,253911,2962,252084,3012,238440,2826,13644,875,1827,309,34081,1625,33639,1625,31044,1553,2595,391,442,212,2754,522,2638,457,2495,452,143,93,116,133,10956,802,10776,787,10573,756,203,142,180,108,5002,574,4049,513,3896,507,153,93,953,238,20718,1129
0500000US08043,"Fremont County, Colorado",14227,790,13971,808,10918,651,3053,377,256,183,11648,759,11438,783,8874,636,2564,337,210,174,1254,241,1247,239,906,213,341,135,7,11,36,34,31,29,25,28,6,12,5,18,326,125,326,125,291,111,35,52,0,25,357,127,323,114,216,91,107,68,34,46,606,145
0500000US08045,"Garfield County, Colorado",29983,597,29433,607,22507,777,6926,551,550,149,21908,636,21513,630,16623,631,4890,445,395,141,3255,420,3178,416,1994,378,1184,258,77,64,1145,348,1145,348,424,208,721,246,0,28,814,203,814,203,787,194,27,45,0,28,814,221,736,206,632,182,104,92,78,63,2047,424
0500000US08047,"Gilpin County, Colorado",3365,256,3348,255,1807,272,1541,248,17,26,2519,258,2519,258,1090,191,1429,232,0,17,231,122,231,122,169,104,62,69,0,17,37,37,37,37,6,11,31,36,0,17,77,47,77,47,77,47,0,17,0,17,44,41,27,31,8,14,19,28,17,26,457,169
0500000US08049,"Grand County, Colorado",8639,398,8623,396,7823,437,800,193,16,26,5582,505,5566,510,4942,480,624,164,16,26,1278,495,1278,495,1177,488,101,69,0,19,252,93,252,93,252,93,0,19,0,19,471,179,471,179,467,179,4,9,0,19,153,90,153,90,82,52,71,82,0,19,903,308
0500000US08051,"Gunnison County, Colorado",9240,330,9136,347,8827,352,309,79,104,81,5335,484,5253,470,5005,461,248,77,82,79,973,252,960,253,923,250,37,20,13,21,279,136,279,136,271,135,8,13,0,19,1501,324,1499,325,1488,329,11,15,2,4,792,252,785,251,780,251,5,5,7,12,360,101
0500000US08053,"Hinsdale County, Colorado",393,55,381,53,350,51,31,15,12,10,265,50,255,49,235,48,20,12,10,9,40,23,40,23,31,23,9,10,0,12,0,12,0,12,0,12,0,12,0,12,63,33,63,33,61,33,2,2,0,12,11,8,9,6,9,6,0,12,2,3,14,8
0500000US08055,"Huerfano County, Colorado",2320,200,2315,200,1885,244,430,153,5,10,1750,236,1750,236,1423,239,327,137,0,17,211,94,211,94,111,64,100,78,0,17,22,28,22,28,22,28,0,17,0,17,167,85,167,85,167,85,0,17,0,17,25,23,20,20,17,19,3,5,5,10,145,72
0500000US08057,"Jackson County, Colorado",703,98,678,100,601,101,77,40,25,20,430,96,405,95,341,87,64,39,25,20,29,23,29,23,26,23,3,4,0,12,1,2,1,2,1,2,0,12,0,12,99,49,99,49,92,50,7,10,0,12,28,16,28,16,25,16,3,4,0,12,116,46
0500000US08059,"Jefferson County, Colorado",301322,1721,298761,1730,149085,1989,149676,1696,2561,320,236042,1969,234725,1961,106697,1891,128028,1818,1317,224,23129,1037,22877,1024,10958,775,11919,699,252,95,9864,660,9771,656,1870,308,7901,616,93,51,4525,503,4295,474,3961,459,334,121,230,140,4328,424,3659,438,2165,320,1494,262,669,170,23434,1023
0500000US08061,"Kiowa County, Colorado",630,72,627,72,529,74,98,43,3,3,495,75,492,74,403,73,89,43,3,3,13,9,13,9,6,7,7,6,0,12,3,3,3,3,3,3,0,12,0,12,43,24,43,24,41,25,2,3,0,12,29,21,29,21,29,21,0,12,0,12,47,26
0500000US08063,"Kit Carson County, Colorado",3512,330,3469,327,3335,326,134,44,43,29,2618,290,2595,288,2479,285,116,40,23,18,393,117,393,117,375,115,18,19,0,17,27,38,27,38,27,38,0,17,0,17,181,77,181,77,181,77,0,17,0,17,36,25,16,15,16,15,0,17,20,22,257,73
0500000US08065,"Lake County, Colorado",4124,352,4118,353,2423,409,1695,289,6,10,2764,303,2764,303,1433,317,1331,275,0,17,423,181,423,181,176,78,247,144,0,17,63,57,63,57,0,17,63,57,0,17,451,242,451,242,421,229,30,48,0,17,82,61,76,60,52,51,24,34,6,10,341,131
0500000US08067,"La Plata County, Colorado",28416,697,26766,701,26300,726,466,146,1650,263,20976,650,19659,630,19250,642,409,145,1317,250,2609,367,2355,315,2298,311,57,45,254,114,350,157,315,155,315,155,0,28,35,41,1583,327,1558,328,1558,328,0,28,25,33,972,245,953,245,953,245,0,28,19,19,1926,246
0500000US08069,"Larimer County, Colorado",169516,1466,165599,1471,138573,1652,27026,1184,3917,371,127193,1881,124348,1921,101238,1827,23110,1179,2845,298,14921,932,14416,899,11249,754,3167,504,505,158,2235,418,2128,409,1888,370,240,146,107,48,4236,476,4157,471,4062,461,95,67,79,50,8217,679,7836,677,7422,652,414,153,381,143,12714,758
0500000US08071,"Las Animas County, Colorado",5899,349,5691,321,5351,311,340,120,208,72,4221,273,4056,257,3755,254,301,111,165,62,802,152,772,145,733,145,39,35,30,26,50,71,50,71,50,71,0,19,0,19,341,91,328,90,328,90,0,19,13,17,35,26,35,26,35,26,0,19,0,19,450,119
0500000US08073,"Lincoln County, Colorado",1437,753,1422,743,1285,658,137,93,15,18,1039,516,1024,504,906,437,118,77,15,18,166,140,166,140,150,124,16,20,0,17,0,17,0,17,0,17,0,17,0,17,73,49,73,49,73,49,0,17,0,17,29,39,29,39,26,39,3,4,0,17,130,70
0500000US08075,"Logan County, Colorado",10118,488,9406,461,8527,487,879,260,712,259,7663,514,7179,471,6412,480,767,257,484,231,1215,317,1018,246,911,229,107,66,197,175,52,62,52,62,47,50,5,12,0,22,584,198,556,192,556,192,0,22,28,30,71,64,68,64,68,64,0,22,3,4,533,138
0500000US08077,"Mesa County, Colorado",67675,1343,66522,1355,63420,1350,3102,409,1153,265,52713,1365,51879,1380,49477,1405,2402,343,834,227,6224,577,6102,570,5497,520,605,200,122,79,256,119,256,119,256,119,0,28,0,28,2487,451,2435,455,2427,457,8,13,52,79,1790,319,1645,329,1558,310,87,84,145,85,4205,568
0500000US08079,"Mineral County, Colorado",361,96,361,96,308,93,53,25,0,12,180,46,180,46,141,42,39,21,0,12,40,15,40,15,35,15,5,6,0,12,4,8,4,8,0,12,4,8,0,12,88,67,88,67,83,67,5,8,0,12,6,8,6,8,6,8,0,12,0,12,43,20
0500000US08081,"Moffat County, Colorado",6296,297,6119,319,4574,325,1545,268,177,111,4568,291,4432,287,3502,267,930,198,136,94,1114,219,1073,211,511,138,562,188,41,51,67,61,67,61,15,25,52,54,0,19,260,144,260,144,259,144,1,2,0,19,63,39,63,39,63,39,0,19,0,19,224,102
0500000US08083,"Montezuma County, Colorado",10987,409,10359,400,9176,437,1183,189,628,124,8653,381,8120,373,7177,417,943,175,533,122,896,213,842,211,615,188,227,99,54,38,8,12,8,12,8,12,0,22,0,22,371,112,366,110,366,110,0,22,5,8,121,71,85,54,72,51,13,22,36,43,938,242
0500000US08085,"Montrose County, Colorado",16677,679,16575,691,14556,696,2019,321,102,64,13474,642,13410,644,11868,658,1542,255,64,63,1760,297,1729,297,1298,272,431,162,31,36,57,62,57,62,42,59,15,20,0,25,355,136,355,136,332,136,23,56,0,25,240,118,233,118,225,117,8,13,7,11,791,150
0500000US08087,"Morgan County, Colorado",13001,485,12827,508,11682,551,1145,203,174,89,9387,502,9253,513,8323,526,930,182,134,80,2490,362,2474,363,2302,353,172,74,16,18,28,29,28,29,20,28,8,10,0,22,486,166,486,166,479,166,7,10,0,22,114,75,90,66,62,46,28,34,24,28,496,139
0500000US08089,"Otero County, Colorado",7084,401,7036,405,5810,403,1226,280,48,35,5622,402,5577,404,4621,355,956,246,45,35,735,148,735,148,485,147,250,90,0,19,5,11,5,11,5,11,0,19,0,19,266,111,263,111,258,111,5,5,3,5,90,53,90,53,75,48,15,23,0,19,366,101
0500000US08091,"Ouray County, Colorado",2210,137,2192,133,1577,142,615,124,18,17,1408,155,1394,156,936,136,458,112,14,16,324,113,324,113,184,73,140,81,0,12,0,12,0,12,0,12,0,12,0,12,145,51,145,51,141,50,4,7,0,12,46,22,42,22,29,22,13,15,4,5,287,78
0500000US08093,"Park County, Colorado",8942,421,8873,423,3828,481,5045,469,69,72,6417,433,6348,439,1971,306,4377,452,69,72,922,302,922,302,408,251,514,203,0,19,131,68,131,68,35,36,96,56,0,19,97,49,97,49,92,46,5,7,0,19,156,125,156,125,103,118,53,37,0,19,1219,286
0500000US08095,"Phillips County, Colorado",2069,150,1972,152,1769,153,203,54,97,45,1479,158,1406,160,1214,148,192,48,73,46,339,149,326,142,326,142,0,12,13,21,0,12,0,12,0,12,0,12,0,12,159,68,159,68,148,63,11,19,0,12,29,28,18,23,18,23,0,12,11,17,63,29
0500000US08097,"Pitkin County, Colorado",11092,406,10838,412,9811,475,1027,351,254,137,5746,504,5669,500,4760,568,909,347,77,52,424,122,365,123,291,106,74,54,59,49,1584,345,1584,345,1551,348,33,37,0,19,1241,347,1233,350,1222,347,11,17,8,13,687,216,577,194,577,194,0,19,110,112,1410,338
0500000US08099,"Prowers County, Colorado",5370,250,5164,241,4843,246,321,76,206,74,4133,245,4013,242,3788,239,225,69,120,62,666,187,600,181,513,153,87,59,66,38,1,2,1,2,1,2,0,19,0,19,87,36,87,36,87,36,0,19,0,19,109,60,89,55,80,54,9,11,20,22,374,82
0500000US08101,"Pueblo County, Colorado",64897,1115,64614,1112,57810,1167,6804,577,283,105,52897,1186,52695,1182,47650,1220,5045,510,202,95,7268,569,7234,567,5549,516,1685,302,34,32,744,180,732,179,708,178,24,22,12,15,1369,246,1369,246,1361,244,8,15,0,28,761,162,726,157,684,163,42,34,35,34,1858,243
0500000US08103,"Rio Blanco County, Colorado",2987,196,2894,207,2765,210,129,46,93,65,2025,208,1949,206,1862,206,87,36,76,65,517,115,505,115,475,116,30,23,12,14,33,29,28,29,16,23,12,20,5,8,143,54,143,54,143,54,0,17,0,17,59,39,59,39,59,39,0,17,0,17,210,83
0500000US08105,"Rio Grande County, Colorado",4502,336,4417,345,2961,268,1456,221,85,54,3517,298,3454,295,2401,234,1053,190,63,43,617,195,595,195,219,135,376,130,22,34,28,35,28,35,3,5,25,34,0,19,119,54,119,54,119,54,0,19,0,19,59,46,59,46,57,46,2,4,0,19,162,66
0500000US08107,"Routt County, Colorado",14234,391,14126,387,13834,402,292,103,108,50,9720,514,9646,510,9380,523,266,100,74,48,1412,369,1412,369,1387,362,25,33,0,22,455,193,455,193,454,193,1,2,0,22,659,227,654,225,654,225,0,22,5,7,685,209,656,207,656,207,0,22,29,24,1303,267
0500000US08109,"Saguache County, Colorado",2461,169,2461,169,1646,193,815,124,0,17,1768,162,1768,162,1056,148,712,117,0,17,265,84,265,84,173,72,92,50,0,17,20,24,20,24,20,24,0,17,0,17,155,61,155,61,155,61,0,17,0,17,49,36,49,36,38,32,11,17,0,17,204,88
0500000US08111,"San Juan County, Colorado",305,64,292,63,234,56,58,31,13,12,144,48,131,45,100,38,31,20,13,12,34,26,34,26,13,17,21,21,0,12,0,12,0,12,0,12,0,12,0,12,77,24,77,24,75,24,2,2,0,12,42,31,42,31,38,30,4,8,0,12,8,11
0500000US08113,"San Miguel County, Colorado",4669,177,4607,179,4323,191,284,91,62,34,2145,215,2116,213,1859,199,257,88,29,25,382,99,379,99,358,97,21,22,3,4,561,116,556,117,556,117,0,17,5,8,615,129,615,129,613,128,2,4,0,17,306,82,281,79,277,79,4,6,25,22,660,109
0500000US08115,"Sedgwick County, Colorado",962,91,760,81,648,82,112,34,202,48,727,80,572,71,478,70,94,28,155,42,154,51,111,45,94,44,17,14,43,19,8,9,8,9,7,8,1,3,0,12,21,14,18,11,18,11,0,12,3,5,5,6,4,5,4,5,0,12,1,2,47,19
0500000US08117,"Summit County, Colorado",18796,809,18519,835,17785,830,734,224,277,198,13614,1031,13371,1021,12759,989,612,196,243,194,723,247,723,247,621,210,102,96,0,22,1262,643,1259,642,1259,642,0,22,3,5,1341,464,1340,463,1340,463,0,22,1,3,341,157,311,141,291,138,20,32,30,41,1515,361
0500000US08119,"Teller County, Colorado",11553,509,11321,502,6336,498,4985,469,232,96,8715,539,8586,536,4321,440,4265,448,129,74,1452,293,1437,288,840,207,597,215,15,21,43,46,25,37,25,37,0,22,18,28,250,131,250,131,237,126,13,17,0,22,247,132,177,101,67,74,110,74,70,59,846,227
0500000US08121,"Washington County, Colorado",2174,138,2167,137,1451,126,716,109,7,6,1625,146,1618,145,973,120,645,109,7,6,199,50,199,50,132,40,67,32,0,12,16,21,16,21,16,21,0,12,0,12,72,30,72,30,72,30,0,12,0,12,21,16,21,16,17,16,4,4,0,12,241,42
0500000US08123,"Weld County, Colorado",136910,1300,135222,1316,83565,1456,51657,1241,1688,258,109473,1339,108281,1320,62816,1290,45465,1257,1192,209,14466,946,14158,936,8962,741,5196,481,308,146,797,214,748,207,306,147,442,134,49,45,2865,391,2846,387,2672,381,174,80,19,24,1719,262,1599,246,1219,226,380,103,120,60,7590,609
0500000US08125,"Yuma County, Colorado",4918,226,4850,225,4617,229,233,105,68,63,3384,286,3316,283,3105,295,211,101,68,63,680,243,680,243,663,241,17,24,0,19,5,7,5,7,0,19,5,7,0,19,322,140,322,140,322,140,0,19,0,19,13,13,13,13,13,13,0,19,0,19,514,147
0500000US09001,"Fairfield County, Connecticut",464718,2382,394209,2894,358766,3012,35443,1236,70509,1823,334277,3378,299516,3408,269138,3231,30378,1182,34761,1186,37616,1297,33567,1195,30091,1101,3476,438,4049,525,48335,1660,18389,1102,17284,1060,1105,225,29946,1196,12176,889,11534,883,11353,868,181,105,642,145,5054,479,3943,496,3640,464,303,108,1111,211,27260,1197
0500000US09003,"Hartford County, Connecticut",436724,2853,422325,2937,368871,3005,53454,1589,14399,945,354388,3044,342372,3087,294379,2967,47993,1514,12016,799,36831,1589,35784,1576,31424,1500,4360,488,1047,248,14438,888,13759,874,13321,841,438,155,679,168,8964,815,8752,786,8455,764,297,133,212,93,4675,518,4230,516,3864,484,366,142,445,167,17428,977
